generated,log_probs,linear_probs,correct_answer
"['B', ')', ' ', '2', '.', '5', 'cm']","[-0.28893322, -1.0280384e-06, -2.5583993e-05, -5.2001665e-06, -1.3856493e-06, 0.0, -2.7014437e-05]","[74.9062226107919, 99.99989719621284, 99.99744163342676, 99.99947998470209, 99.99986143516601, 100.0, 99.99729859278867]",D
"['A', ')', ' O', 'var', 'ian', ' disease']","[-2.0123663, -1.504853e-06, -6.2729996e-06, -1.5570886e-05, -1.6882126e-05, -0.00020246755]","[13.36719920986877, 99.99984951481323, 99.99937270200753, 99.99844292352256, 99.99831180165023, 99.97975529451712]",A
"['D', ')', ' -', '70', 'deg', 'C']","[-0.7017211, -5.5122365e-07, -1.6240566e-06, -2.0696643e-05, -0.00032914805, -8.657073e-06]","[49.573136589210684, 99.9999448776502, 99.99983759447187, 99.9979303571174, 99.96709061132766, 99.99913429644724]",A
"['C', ')', ' D', 'ors', 'al', ' mes', 'og', 'ast', 'rium']","[-0.059660535, -3.1281633e-07, -5.5122365e-07, -1.2664457e-06, -8.180258e-06, -2.7133641e-05, -8.299462e-06, -6.0345924e-06, -1.0206721e-05]","[94.20842839506004, 99.99996871837189, 99.9999448776502, 99.99987335551019, 99.99918197754583, 99.9972866727114, 99.99917005724404, 99.99939654258081, 99.99897933310884]",C
"['C', ')', ' Par', 'athy', 'roid', ' hormone', '-related', ' peptide']","[-0.00035667676, -4.3202e-07, -5.5122365e-07, -0.00023274162, -2.6968896e-06, -2.9352968e-06, -3.3093824e-05, -5.080963e-06]","[99.96433868415936, 99.99995679800934, 99.9999448776502, 99.97672854622297, 99.99973031140365, 99.9997064707508, 99.99669067235945, 99.9994919049908]",C
"['B', ')', ' Car', 'cin', 'oma', ' lung']","[-1.19679, -0.00020783172, 0.0, -4.4849444e-06, -8.657073e-06, -2.2127088e-05]","[30.216259876180445, 99.97921898755158, 100.0, 99.99955150656574, 99.99913429644724, 99.99778731568021]",A
"['A', ')', ' Ab', 'dom', 'inal', ' ao', 'a']","[-1.6673527, -1.7432603e-06, -2.5107178e-05, -1.6762922e-05, -6.313315e-05, -0.1527516, -7.13582e-05]","[18.874607231437036, 99.99982567412195, 99.99748931371826, 99.9983237218497, 99.99368688428554, 85.83429077108843, 99.99286443459357]",C
"['C', ')', ' Anal', 'ges', 'ics']","[-0.00054802984, -1.9361265e-07, -3.2929079e-06, -8.180258e-06, -9.253091e-06]","[99.94521203009242, 99.99998063873687, 99.99967070975217, 99.99918197754583, 99.99907469518097]",C
"['B', ')', ' Ch', 'el', 'ol', 'ymph', 'alic', ' cyst']","[-0.30329755, -4.00813e-06, -0.00026193185, -0.015331074, -5.080963e-06, -2.5703197e-05, -0.004670661, -1.3186812e-05]","[73.83793589024205, 99.99959918780326, 99.97381024511522, 98.47858486358695, 99.9994919049908, 99.99742971333244, 99.53402295750962, 99.99868132749457]",B
"['C', ')', ' Class', ' IV']","[-0.6597352, -1.9361265e-07, -2.6968896e-06, -2.1008714e-06]","[51.69882148472319, 99.99998063873687, 99.99973031140365, 99.99978991308069]",D
"['C', ')', ' ', '6', ' years']","[-1.0626221, -3.1281633e-07, -4.246537e-06, -1.7954959e-05, -2.1008714e-06]","[34.55485585220843, 99.99996871837189, 99.99957534720166, 99.99820452021893, 99.99978991308069]",B
"['D', ')', ' L', 'obar', ' pneumonia']","[-0.00023286081, -5.5122365e-07, -1.3856493e-06, -3.4121115e-06, -0.00017016703]","[99.97671662999741, 99.9999448776502, 99.99986143516601, 99.99965878943212, 99.98298474475878]",D
"['A', ')', ' Schw', 'ann', 'oma']","[-0.4550924, -3.1737043e-06, -2.220075e-06, -2.9352968e-06, -7.58424e-06]","[63.43893476642886, 99.99968263007362, 99.99977799274644, 99.9997064707508, 99.99924157887602]",A
"['D', ')', ' H', 'es', 'itation', ' cuts', ' are', ' seen', ' in', ' suicidal', ' attempt']","[-0.0018599731, -2.9352968e-06, -4.3202e-07, -9.610702e-06, -6.2775536e-05, -1.8624639e-06, -3.1281633e-07, -3.5313153e-06, -1.2664457e-06, -0.00093194464, -0.0018681871]","[99.81417555780354, 99.9997064707508, 99.99995679800934, 99.99903893441827, 99.99372264343427, 99.99981375378344, 99.99996871837189, 99.99964686909351, 99.99987335551019, 99.90684894855352, 99.81335568753272]",C
"['D', ')', ' Tr', 'unc', 'al', ' rig', 'idity']","[-0.00036192173, -5.5122365e-07, -1.2664457e-06, -6.742448e-05, -5.9153886e-06, -3.6431527e-05, -7.3458323e-06]","[99.96381437557689, 99.9999448776502, 99.99987335551019, 99.99325777929792, 99.99940846288958, 99.996356913662, 99.99926541946806]",B
"['C', ')', ' Ch', 'ond', 'ros', 'ar', 'coma']","[-4.0722858e-05, -3.1281633e-07, -3.4121115e-06, -2.9352968e-06, -5.7961847e-06, -1.27099975e-05, -2.1054253e-05]","[99.99592779711644, 99.99996871837189, 99.99965878943212, 99.9997064707508, 99.99942038320978, 99.99872900832717, 99.99789459686393]",C
"['D', ')', ' Me', 'con', 'ium', ' aspiration', ' syndrome']","[-0.023299983, -2.9352968e-06, -7.3458323e-06, -3.4121115e-06, -2.3392786e-06, -9.014684e-06, -1.6524515e-05]","[97.69693656090385, 99.9997064707508, 99.99926541946806, 99.99965878943212, 99.9997660724136, 99.99909853566321, 99.9983475621529]",B
"['A', ')', ' F', 'TA', '-', 'ABS']","[-0.16505828, -2.4584822e-06, -8.017927e-05, -1.9361265e-07, -2.220075e-06, -1.7835755e-05]","[84.78442902827739, 99.9997541520822, 99.99198239442718, 99.99998063873687, 99.99977799274644, 99.99821644040561]",A
"['B', ')', ' Human', ' chor', 'ionic', ' gon', 'ad', 'ot', 'rop', 'in', ' (', 'h', 'CG', ')']","[-9.1742026e-05, -1.9361265e-07, -6.9882217e-06, -0.00014191943, -1.2664457e-06, -8.180258e-06, -3.7697225e-06, -9.0883464e-07, -2.8160932e-06, -1.147242e-06, 0.0, -1.8624639e-06, -4.3202e-07, -1.3856493e-06]","[99.9908262182171, 99.99998063873687, 99.99930118027176, 99.98580906400859, 99.99987335551019, 99.99918197754583, 99.99962302846053, 99.9999091165773, 99.99971839107651, 99.99988527586581, 100.0, 99.99981375378344, 99.99995679800934, 99.99986143516601]",B
"['B', ')', ' Ven', 'ous', ' return', ' to', ' he', 'a', ' increases', ' immediately']","[-0.76287585, -4.3202e-07, -0.00010294717, -1.0445127e-05, -1.60477e-05, -4.1273333e-06, -0.36169752, -0.00014561474, -5.7411373e-05, -0.00022308611]","[46.63234205839205, 99.99995679800934, 99.9897058128878, 99.99895549275502, 99.99839524287637, 99.99958726752173, 69.64930111884895, 99.98543958613116, 99.99425902750014, 99.97769387718559]",B
"['B', ')', ' Int', 'ermen', 'str', 'ual', ' bleeding']","[-0.0022286447, -7.89631e-07, -3.2929079e-06, -1.9816675e-06, -1.6762922e-05, -1.147242e-06, -4.3202e-07]","[99.77738368847335, 99.99992103693117, 99.99967070975217, 99.99980183344636, 99.9983237218497, 99.99988527586581, 99.99995679800934]",B
"['C', ')', ' Th', 'al', 'as', 'sem', 'ia', ' minor', ' an', 'emia', ' may', ' present', ' with', ' normal', ' R', 'BC', ' diameter']","[-0.11222301, -3.1281633e-07, -4.3202e-07, -5.9153886e-06, -7.822647e-06, -1.0280384e-06, -3.0545007e-06, -1.7432603e-06, -4.4537377e-05, -9.253091e-06, -1.2664457e-06, -5.5122365e-07, -7.89631e-07, -3.6789137e-05, -3.297462e-05, -1.147242e-06, -2.4584822e-06]","[89.38448989207967, 99.99996871837189, 99.99995679800934, 99.99940846288958, 99.99921773835968, 99.99989719621284, 99.9996945503965, 99.99982567412195, 99.99554636147742, 99.99907469518097, 99.99987335551019, 99.9999448776502, 99.99992103693117, 99.9963211539712, 99.99670259236568, 99.99988527586581, 99.9997541520822]",C
"['D', ')', ' Rec', 'urrent', ' ab', 'o', 'ions']","[-0.0065624984, -4.3202e-07, -3.1281633e-07, -0.0002006795, -0.7546122, -0.019490141, -3.035214e-05]","[99.3458987765956, 99.99995679800934, 99.99996871837189, 99.9799340634784, 47.01929201936751, 98.06985638481454, 99.99696483206215]",D
"['D', ')', ' ac']","[-1.0567293, -1.6643718e-05, -3.7385154e-05]","[34.759081847265975, 99.99833564205059, 99.99626155448162]",A
"['D', ')', ' Mat', 'ernal', ' death', ' /', '100', '0', ' live', ' bi', 'hs']","[-0.3441747, -3.1281633e-07, -6.704273e-07, -2.7133641e-05, -0.010542138, -0.0004769056, -0.0100513, -3.059055e-05, -1.0280384e-06, -0.2763849, -3.650519e-06]","[70.88050889834379, 99.99996871837189, 99.99993295729247, 99.9972866727114, 98.95132355806707, 99.95232081014, 98.99990454954266, 99.9969409917886, 99.99989719621284, 75.85209198652935, 99.99963494876631]",A
"['C', ')', ' Purple']","[-0.04014307, -7.89631e-07, -2.3392786e-06]","[96.06519888400062, 99.99992103693117, 99.9997660724136]",D
"['A', ')', ' C', 'uffed', ' end', 'otr', 'ache', 'al', ' tube']","[-0.0001242773, -7.89631e-07, -3.1281633e-07, -1.504853e-06, -4.4849444e-06, -3.1281633e-07, -3.1281633e-07, -3.5313153e-06, -3.1281633e-07]","[99.98757304221037, 99.99992103693117, 99.99996871837189, 99.99984951481323, 99.99955150656574, 99.99996871837189, 99.99996871837189, 99.99964686909351, 99.99996871837189]",A
"['D', ')', ' Miss', 'ense']","[-9.376849e-05, -1.9361265e-07, -3.7697225e-06, -1.3902034e-05]","[99.99062359061274, 99.99998063873687, 99.99962302846053, 99.99860980626329]",D
"['C', ')', ' Left', ' br', 'ach', 'io', 'ceph', 'alic', ' vein']","[-0.1424069, -4.3202e-07, -4.8425554e-06, -1.3186812e-05, -3.4121115e-06, -3.1281633e-07, -1.504853e-06, -4.3202e-07, -2.1008714e-06]","[86.7268293211898, 99.99995679800934, 99.99951574563252, 99.99868132749457, 99.99965878943212, 99.99996871837189, 99.99984951481323, 99.99995679800934, 99.99978991308069]",A
"['C', ')', ' ', '154', '0', ' mL', '/day']","[-0.01692952, 0.0, -2.6968896e-06, -2.577686e-06, -3.1281633e-07, -4.2272506e-05, -1.9361265e-07]","[98.3212979043709, 100.0, 99.99973031140365, 99.99974223173223, 99.99996871837189, 99.99577283874697, 99.99998063873687]",D
"['C', ')', ' Mit', 'ochond', 'ria']","[-0.00096267345, -7.89631e-07, -1.2664457e-06, -3.5954712e-05, -2.677603e-05]","[99.903778977143, 99.99992103693117, 99.99987335551019, 99.9964045934363, 99.99732243284747]",C
"['B', ')', ' P', 'ari', 'etal', ' cells']","[-0.00018554063, -3.888926e-06, -1.9361265e-07, 0.0, -9.0883464e-07, -1.8624639e-06]","[99.98144765815982, 99.99961110815619, 99.99998063873687, 100.0, 99.9999091165773, 99.99981375378344]",B
"['B', ')', ' Val', 'pro', 'ate']","[-0.006277383, -4.3202e-07, -1.3856493e-06, -2.3392786e-06, -5.8722613e-05]","[99.37422786060081, 99.99995679800934, 99.99986143516601, 99.9997660724136, 99.99412791111388]",B
"['C', ')', ' Ministry', ""'"", ' of', ' women', ' and', ' child', ' development']","[-9.913265e-05, -6.704273e-07, -3.1281633e-07, -0.37168622, -1.7432603e-06, -0.0005225312, -6.704273e-07, -6.392203e-06, -1.147242e-06]","[99.99008722634788, 99.99993295729247, 99.99996871837189, 68.9570582038173, 99.99982567412195, 99.9477605295652, 99.99993295729247, 99.99936078174301, 99.99988527586581]",C
"['C', ')', ' Z', 'arda', ' pan', ' is', ' associated', ' with', ' bu', 'cc', 'al', ' CA']","[-0.50850636, -7.89631e-07, -2.4584822e-06, -1.6882126e-05, -1.4259645e-05, -7.89631e-07, -2.220075e-06, -1.147242e-06, -6.704273e-07, -3.5313153e-06, -2.6968896e-06, -1.867018e-05]","[60.13931732031713, 99.99992103693117, 99.9997541520822, 99.99831180165023, 99.99857404566683, 99.99992103693117, 99.99977799274644, 99.99988527586581, 99.99993295729247, 99.99964686909351, 99.99973031140365, 99.99813299942866]",C
"['D', ')', ' Am', 'nesia']","[-0.0006937316, -1.9361265e-07, -4.00813e-06, -3.0232935e-05]","[99.93065089761315, 99.99998063873687, 99.99959918780326, 99.99697675220106]",D
"['A', ')', ' Hyp', 'ochond', 'ri', 'ac']","[-7.493431e-05, -9.0883464e-07, -1.504853e-06, -4.632543e-05, -7.9418505e-06, -3.2929079e-06]","[99.99250684975053, 99.9999091165773, 99.99984951481323, 99.99536756430062, 99.99920581810365, 99.99967070975217]",A
"['B', ')', ' Gh', 're', 'lin']","[-5.109358e-05, -1.9361265e-07, -6.704273e-07, -1.473646e-05, -5.5122365e-07]","[99.99489077252547, 99.99998063873687, 99.99993295729247, 99.99852636485811, 99.9999448776502]",B
"['A', ')', ' Non', ' di', 'abet', 'ics']","[-0.00025323365, -1.9361265e-07, -8.89548e-06, -7.004696e-05, -3.1281633e-07, -1.9361265e-07]","[99.97467984109343, 99.99998063873687, 99.99911045595647, 99.9929955493231, 99.99996871837189, 99.99998063873687]",A
"['C', ')', ' Lower', ' middle', ' socioeconomic', ' class']","[-0.034092247, -4.3202e-07, -1.3663626e-05, -3.4405064e-05, -0.0016576861, -6.704273e-07]","[96.64823454283163, 99.99995679800934, 99.99863364673469, 99.99655955278475, 99.83436871027186, 99.99993295729247]",B
"['B', ')', ' Ac', 'et', 'amin', 'oph', 'en']","[-0.0011439071, -1.9816675e-06, -6.704273e-07, -3.1737043e-06, -6.749814e-06, -5.5122365e-07, -1.9816675e-06]","[99.88567469123265, 99.99980183344636, 99.99993295729247, 99.99968263007362, 99.99932502087799, 99.9999448776502, 99.99980183344636]",B
"['B', ')', ' ', '20', ' me', 'q']","[-0.2266203, -4.3202e-07, -3.3451433e-05, -1.0445127e-05, -1.569009e-05, -6.511407e-06]","[79.72234305653141, 99.99995679800934, 99.99665491264929, 99.99895549275502, 99.99843100330888, 99.99934886141992]",B
"['C', ')', ' Maple', ' syrup', ' urine', ' disease']","[-0.013336467, 0.0, -2.3392786e-06, -3.1281633e-07, -4.3202e-07, 0.0]","[98.6752069650282, 100.0, 99.9997660724136, 99.99996871837189, 99.99995679800934, 100.0]",A
"['A', ')', ' M', 'align', 'ant', ' ulcer']","[-0.003915615, -3.1737043e-06, -9.0883464e-07, -2.1008714e-06, -1.247159e-05, -3.094816e-05]","[99.6092041024473, 99.99968263007362, 99.9999091165773, 99.99978991308069, 99.998752848777, 99.99690523188893]",B
"['C', ')', ' Pro', 'static', ' intra', 'ep', 'ith', 'elial', ' ne', 'opl', 'asm']","[-0.0066203964, -9.0883464e-07, -1.3856493e-06, -5.216641e-05, -2.1173457e-05, -1.504853e-06, -2.577686e-06, -7.89631e-07, -7.89631e-07, -1.6524515e-05, 0.0]","[99.34014701425761, 99.9999091165773, 99.99986143516601, 99.99478349506435, 99.9978826767156, 99.99984951481323, 99.99974223173223, 99.99992103693117, 99.99992103693117, 99.9983475621529, 100.0]",C
"['B', ')', ' A', 'tr', 'ac', 'ur', 'ium']","[-0.041849893, -4.3202e-07, -1.0280384e-06, -3.5313153e-06, -2.577686e-06, -2.4987974e-05, -1.9361265e-07]","[95.90137244418578, 99.99995679800934, 99.99989719621284, 99.99964686909351, 99.99974223173223, 99.99750123381969, 99.99998063873687]",B
"['D', ')', ' Multiple', ' superficial', ' gastric', ' ul', 'cers']","[-0.0670699, -1.9361265e-07, -1.9816675e-06, -2.6060809e-05, -1.3856493e-06, -2.3392786e-06, -5.5122365e-07]","[93.51298334768364, 99.99998063873687, 99.99980183344636, 99.997393953058, 99.99986143516601, 99.9997660724136, 99.9999448776502]",A
"['A', ')', ' Alcohol', ' dependence']","[-0.00039456884, -6.704273e-07, -1.2664457e-06, -2.2842309e-05]","[99.96055089920478, 99.99993295729247, 99.99987335551019, 99.99771579518836]",A
"['A', ')', ' Ca']","[-8.7212284e-05, -5.5122365e-07, -3.7697225e-06]","[99.99127915188807, 99.9999448776502, 99.99962302846053]",A
"['C', ')', ' ', '15', '-May']","[-0.07045586, -1.147242e-06, -1.867018e-05, -9.9251854e-05, -0.010982033]","[93.19688757240921, 99.99988527586581, 99.99813299942866, 99.99007530713023, 98.90780493810392]",D
"['A', ')', ' Sup', 'ras', 'pin', 'atus']","[-0.0010094692, -1.0280384e-06, -1.147242e-06, -5.9153886e-06, -3.5313153e-06, 0.0]","[99.89910401426299, 99.99989719621284, 99.99988527586581, 99.99940846288958, 99.99964686909351, 100.0]",B
"['D', ')', ' Joint', ' cav', 'ities']","[-8.077529e-05, -1.9361265e-07, -2.220075e-06, -6.0345924e-06, -1.2352386e-05]","[99.99192279722358, 99.99998063873687, 99.99977799274644, 99.99939654258081, 99.99876476902904]",A
"['B', ')', ' ', '2', '-', '1', '-', '3', '-', '4']","[-0.3074354, -1.9361265e-07, -5.2001665e-06, -6.0345924e-06, -2.1054253e-05, -1.7597347e-05, -8.537869e-06, -2.6895234e-05, -4.3202e-07, 0.0]","[73.53303683553037, 99.99998063873687, 99.99947998470209, 99.99939654258081, 99.99789459686393, 99.99824028078324, 99.99914621674475, 99.99731051276736, 99.99995679800934, 100.0]",C
"['A', ')', ' Base', ' of', ' the', ' pocket', ' lies', ' on', ' cement', 'um']","[-0.5701075, -3.7697225e-06, -5.7888185e-05, -3.1281633e-07, -1.504853e-06, -3.2929079e-06, -1.473646e-05, -4.4849444e-06, -7.958325e-05, -3.1737043e-06]","[56.54646479824365, 99.99962302846053, 99.99421134904887, 99.99996871837189, 99.99984951481323, 99.99967070975217, 99.99852636485811, 99.99955150656574, 99.99204199166628, 99.99968263007362]",B
"['B', ')', ' ', '15', '-', '150', ' mic', 'rometer']","[-0.2664445, 0.0, -1.8550976e-05, -2.4584822e-06, -8.89548e-06, -3.650519e-06, -3.650519e-06, -0.00028970264]","[76.60985210142447, 100.0, 99.99814491960683, 99.9997541520822, 99.99911045595647, 99.99963494876631, 99.99963494876631, 99.97103393197577]",C
"['D', ')', ' Hyp', 'ok', 'alem', 'ia']","[-0.19194022, 0.0, -2.1008714e-06, -2.6968896e-06, -3.2929079e-06, -3.1737043e-06]","[82.53562068109885, 100.0, 99.99978991308069, 99.99973031140365, 99.99967070975217, 99.99968263007362]",B
"['C', ')', ' bd']","[-0.016121877, -2.1531068e-05, -0.00011272187]","[98.40073848787169, 99.99784691637917, 99.98872844828712]",A
"['A', ')', ' ', '5', '-', 'Fl', 'u', 'or', 'our', 'ac', 'il']","[-0.036799002, -1.2664457e-06, -5.1808798e-05, -2.8160932e-06, -5.7961847e-06, -1.0325924e-05, -0.00039968727, -7.696077e-05, -1.1637165e-05, -1.5928495e-05, -6.704273e-07]","[96.3869851792563, 99.99987335551019, 99.99481925440527, 99.99971839107651, 99.99942038320978, 99.99896741293122, 99.96003925943164, 99.99230421914041, 99.99883629027116, 99.99840716318577, 99.99993295729247]",A
"['B', ')', ' Is', ' due', ' to', ' increase', ' in', ' blood', ' flow', ' through', ' the', ' dil', 'ated', ' ut', 'er', 'ine', ' vessels']","[-0.009245023, -1.9361265e-07, -3.0545007e-06, -8.657073e-06, -7.89631e-07, -0.0012963044, -1.504853e-06, -2.9352968e-06, -3.888926e-06, -6.511407e-06, -1.0325924e-05, -1.7239736e-05, -8.418666e-06, -1.7432603e-06, -1.147242e-06, -1.3856493e-06, -4.604148e-06]","[99.07975808329101, 99.99998063873687, 99.9996945503965, 99.99913429644724, 99.99992103693117, 99.87045354396136, 99.99984951481323, 99.9997064707508, 99.99961110815619, 99.99934886141992, 99.99896741293122, 99.99827604126034, 99.99915813694369, 99.99982567412195, 99.99988527586581, 99.99986143516601, 99.99953958625991]",B
"['C', ')', ' HR', 'CT', ' lung']","[-0.000115582756, -3.1281633e-07, -3.5313153e-06, 0.0, -1.2113979e-05]","[99.98844239234293, 99.99996871837189, 99.99964686909351, 100.0, 99.9987886094374]",C
"['A', ')', ' Vitamin', ' A']","[-0.00011188744, -1.9361265e-07, -1.504853e-06, -4.3202e-07]","[99.98881188191662, 99.99998063873687, 99.99984951481323, 99.99995679800934]",A
"['B', ')', ' ', '200', ' mg', '/d', 'l']","[-0.019736085, -3.1281633e-07, -3.650519e-06, -2.7968066e-05, -1.6240566e-06, -1.147242e-06, -3.22594e-05]","[98.04573965785956, 99.99996871837189, 99.99963494876631, 99.99720323251027, 99.99983759447187, 99.99988527586581, 99.99677411203288]",B
"['A', ')', ' ', '3', '/', '4', 'th', ' filled', ' slightly', ' upto', ' the', ' margin']","[-0.12912425, -1.9361265e-07, -3.1737043e-06, -7.107425e-06, -7.89631e-07, -1.2664457e-06, -1.4259645e-05, -1.8624639e-06, -2.3392786e-06, -0.032951336, -4.4849444e-06, -5.3193703e-06]","[87.88647598149106, 99.99998063873687, 99.99968263007362, 99.99928926002578, 99.99992103693117, 99.99987335551019, 99.99857404566683, 99.99981375378344, 99.9997660724136, 96.75856450311696, 99.99955150656574, 99.99946806438477]",C
"['A', ')', ' Sar', 'com', 'ere']","[-0.00060402625, -1.8624639e-06, -1.9361265e-07, -7.89631e-07, -8.776276e-06]","[99.93961561371313, 99.99981375378344, 99.99998063873687, 99.99992103693117, 99.99912237625114]",A
"['D', ')', ' Stre', 'pt', 'oc', 'occus', ' group', ' A']","[-0.003974393, -1.9361265e-07, -2.1008714e-06, -3.1737043e-06, -5.3193703e-06, -9.829823e-05, -9.3291674e-05, -8.89548e-06]","[99.60334944471279, 99.99998063873687, 99.99978991308069, 99.99968263007362, 99.99946806438477, 99.99017066011126, 99.9906712677533, 99.99911045595647]",D
"['A', ')', ' Strom', 'al', ' connect', 'ive', ' tissue']","[-0.0011387886, -3.1281633e-07, -2.577686e-06, -1.3856493e-06, -5.3193703e-06, -3.8457987e-05, -2.9352968e-06]","[99.88618595736702, 99.99996871837189, 99.99974223173223, 99.99986143516601, 99.99946806438477, 99.99615427524989, 99.9997064707508]",A
"['A', ')', ' Bad', ' trip']","[-0.0021077902, -1.2664457e-06, -6.704273e-07, -4.036525e-05]","[99.78944296298445, 99.99987335551019, 99.99993295729247, 99.99596355646658]",A
"['A', ')', ' Almost', ' total', ' deaf', 'ness']","[-0.0015389079, -6.704273e-07, -6.0345924e-06, -7.822647e-06, -5.5122365e-07, -1.5809293e-05]","[99.84622756115795, 99.99993295729247, 99.99939654258081, 99.99921773835968, 99.9999448776502, 99.99841908319662]",C
